v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v6_5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31_1,v31_2,v31_3,v32_1,v32_2,v32_3,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,wei,wei2,area1,area2,area3,area4,area5,area6,area7
21,893,36,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,1,2,2,2,2,1,99,99,2,99,99,3,98,0,99,4,2,20,99,999,99,99,3,2,.3361,.0534011523,4,5,2,3,3,9,8
15,880,998,8,1,1,4,5,99,99,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,97,2,1,2,2,2,2,97,99,99,1,99,99,3,5,4,99,4,4,20,99,999,99,99,3,2,.4198,.0492011526,3,3,2,3,3,9,5
18,200,38,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,2,3,20,99,999,99,99,3,2,.6428,.2538011531,2,1,2,3,3,9,2
5,732,42,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,0,99,4,3,20,99,999,99,99,3,2,.5753,.6905011537,1,0,4,3,3,9,6
15,880,38,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,4,3,20,99,999,99,99,4,2,.4198,.0492011538,3,3,2,3,3,9,5
1,242,74,4,1,1,2,3,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,1,8,9,99,4,7,20,99,999,99,99,2,2,2.1468,5.6242011539,1,0,1,3,3,9,1
21,893,50,7,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,3,99,4,3,20,99,999,99,99,3,2,1.1647,.1850011542,4,5,2,3,3,9,8
3,324,34,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,98,99,4,3,20,99,999,99,99,1,2,.7742,1.1392011553,1,0,1,3,1,3,3
18,202,39,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,5,99,4,2,20,99,999,99,99,3,2,.6428,.2538011563,2,1,2,3,3,9,2
17,950,32,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,6,99,4,3,20,99,999,99,99,3,2,.4216,.0956011564,3,4,2,2,2,1,5
21,891,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,0,99,4,1,20,99,999,99,99,3,2,.3361,.0534011574,4,5,2,3,3,9,8
19,316,33,8,1,96,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,97,99,99,98,99,99,98,10,8,99,4,5,20,99,999,99,99,4,2,.5551,.2620011585,2,1,1,3,1,2,2
15,880,45,8,1,1,2,99,99,99,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,97,1,1,1,2,2,2,1,3,99,99,99,99,3,7,5,99,2,5,20,99,999,99,99,3,2,.4198,.0492011596,3,3,2,3,3,9,5
2,115,42,8,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,10,99,4,3,20,99,999,99,99,3,2,.8832,1.4201011608,1,0,1,3,3,9,2
8,302,31,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,1,20,99,999,99,99,3,2,.6096,.3731011609,3,1,1,3,1,3,3
10,998,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,98,3,20,99,999,99,99,3,2,.5744,.7567011612,6,2,8,8,8,10,9
19,317,35,8,1,1,2,3,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,99,1,99,99,3,98,98,99,4,3,20,99,999,99,99,3,2,.5551,.2620011613,2,1,1,3,2,1,2
11,553,38,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,1,20,99,999,99,99,3,2,.5432,.2799011615,5,2,4,3,1,1,5
10,530,41,8,2,1,2,3,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,4,5,20,99,999,99,99,3,2,.5744,.7567011617,5,2,3,3,3,9,6
12,643,54,6,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,1,2,2,2,2,1,2,99,1,99,99,3,5,6,99,1,4,20,99,999,99,99,3,2,.8728,.6227011627,5,2,3,3,3,9,4
9,360,32,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,0,99,4,3,20,99,999,99,99,1,2,.4961,.2823011629,3,2,1,3,1,4,3
5,702,24,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,0,99,4,4,20,99,999,99,99,3,2,.5753,.690501163,1,0,2,3,3,9,2
21,891,36,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,1,20,99,999,99,99,3,2,.3361,.0534011641,4,5,2,3,3,9,8
21,892,30,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,1,20,99,999,99,99,3,2,.3361,.0534011643,5,5,2,3,3,9,8
15,884,20,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,3,20,99,999,99,99,3,2,.4198,.0492011646,5,3,3,3,3,9,5
10,515,55,6,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,6,99,99,3,98,98,99,2,3,20,99,999,99,99,3,2,.933,1.2291011676,5,2,2,3,3,9,3
17,954,47,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,3,99,4,3,20,99,999,99,99,3,2,.4216,.0956011708,5,4,3,2,3,9,5
4,406,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,10,99,4,98,20,99,999,99,99,3,2,.8131,1.4772011709,1,0,1,3,3,9,2
21,891,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.3361,.053401171,4,5,2,3,3,9,8
19,316,25,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5551,.2620011711,2,1,1,3,1,2,2
5,998,34,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.5753,.6905011712,1,0,8,8,8,10,9
5,702,998,6,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.8949,1.0741011713,1,0,2,3,3,9,2
11,540,49,7,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,3,99,4,3,20,99,999,99,99,3,2,.7265,.3744011714,3,2,2,3,3,9,3
16,973,40,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.5011,.1691011715,5,4,2,2,1,2,2
9,356,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.4961,.2823011716,4,2,3,3,1,1,4
6,845,45,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,3,99,4,3,20,99,999,99,99,3,2,.7316,1.2957011717,1,0,4,3,3,9,6
4,402,43,8,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,3,99,4,3,20,99,999,99,99,3,2,.8131,1.4772011718,1,0,1,3,3,9,1
13,612,32,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,3,99,4,3,20,99,999,99,99,3,2,.5815,.3083011719,3,3,2,3,3,9,5
10,508,39,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.5744,.756701172,4,2,2,3,3,9,3
7,260,23,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.4613,.2230011721,3,1,1,3,3,9,2
4,428,34,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.8131,1.4772011722,1,0,1,3,3,9,3
11,998,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5432,.2799011723,6,2,8,8,8,10,9
6,831,41,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.7316,1.2957011724,1,0,2,3,3,9,3
14,900,46,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5364,.4621011725,3,3,2,3,2,1,2
6,998,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.7316,1.2957011726,1,0,8,8,8,10,9
21,893,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.3361,.0534011727,4,5,2,3,3,9,8
17,950,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.4216,.0956011728,3,4,2,2,2,1,5
11,553,44,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5432,.2799011729,5,2,4,3,1,1,5
12,638,40,8,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5148,.367301173,5,2,2,3,3,9,5
21,893,30,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.3361,.0534011731,4,5,2,3,3,9,8
17,950,35,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.4216,.0956011732,3,4,2,2,2,1,5
15,885,29,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.4198,.0492011733,5,3,3,3,3,9,6
16,976,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5011,.1691011734,5,4,3,2,1,1,5
21,892,31,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.3361,.0534011735,5,5,2,3,3,9,8
12,632,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5148,.3673011736,4,2,2,3,3,9,5
12,646,998,8,2,1,2,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5148,.3673011737,5,2,3,3,3,9,5
15,880,38,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,3,20,99,999,99,99,3,2,.4198,.0492011738,3,3,2,3,3,9,5
10,505,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5744,.7567011739,4,2,2,3,3,9,4
4,411,998,7,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,1.3287,2.413801174,1,0,2,3,2,1,3
14,913,998,7,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.6667,.5743011741,5,3,2,3,3,9,5
6,812,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.7316,1.2957011742,1,0,1,3,3,9,3
20,600,49,7,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5931,.1668011743,2,3,1,3,3,9,2
10,508,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5744,.7567011744,4,2,2,3,3,9,3
11,540,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,3,20,99,999,99,99,3,2,.5432,.2799011745,3,2,2,3,3,9,3
10,500,31,8,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5744,.7567011746,3,2,1,3,3,9,3
16,973,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5011,.1691011747,5,4,2,2,1,2,2
15,881,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.4198,.0492011748,5,3,4,3,3,9,5
16,970,29,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5011,.1691011749,3,4,2,2,1,2,2
6,822,40,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.7316,1.295701175,1,0,3,3,3,9,3
19,317,36,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5551,.2620011751,2,1,1,3,2,1,2
19,317,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5551,.2620011752,2,1,1,3,2,1,2
18,204,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.6428,.2538011753,2,1,1,3,3,9,2
19,318,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5551,.2620011754,2,1,1,3,1,1,2
1,247,36,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,1.1169,2.9261011755,1,0,2,3,3,9,1
14,998,29,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5364,.4621011756,6,3,8,8,8,10,9
4,434,43,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.8131,1.4772011757,1,0,1,3,3,9,3
9,358,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.4961,.2823011758,4,2,3,3,1,1,4
21,892,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.3361,.0534011759,5,5,2,3,3,9,8
10,515,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5744,.756701176,5,2,2,3,3,9,3
14,940,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5364,.4621011761,5,3,3,3,3,9,5
14,927,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.5364,.4621011762,5,3,3,3,3,9,5
5,736,41,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5753,.6905011763,1,0,3,3,3,9,4
5,704,41,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,4,3,20,99,999,99,99,3,2,.5753,.6905011764,1,0,1,3,3,9,2
9,357,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.4961,.2823011765,4,2,3,3,1,2,6
3,335,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,2,99,4,3,20,99,999,99,99,3,2,.7742,1.1392011766,1,0,2,3,2,1,4
18,204,998,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.6428,.2538011767,2,1,1,3,3,9,2
21,893,49,7,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,0,99,4,3,20,99,999,99,99,3,2,1.1647,.1850011768,4,5,2,3,3,9,8
21,998,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.3361,.0534011769,6,5,8,8,8,10,9
18,206,52,7,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,1.0524,.415501177,2,1,2,3,3,9,3
15,885,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.4198,.0492011771,5,3,3,3,3,9,6
6,820,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.7316,1.2957011772,1,0,1,3,3,9,3
13,616,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5815,.3083011773,5,3,3,3,3,9,6
11,558,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.5432,.2799011774,5,2,4,3,3,9,5
21,891,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,20,99,999,99,99,3,2,.3361,.0534011775,4,5,2,3,3,9,8
14,931,27,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,3,20,99,999,99,99,3,2,.5364,.4621011776,5,3,4,3,1,2,5
1,238,37,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,98,20,99,999,99,99,3,2,1.1169,2.9261011777,1,0,1,3,3,9,3
17,950,34,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,3,99,4,3,20,99,999,99,99,3,2,.4216,.0956011778,3,4,2,2,2,1,5
17,998,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.4216,.0956011779,6,4,8,8,8,10,9
12,998,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.5148,.367301178,6,2,8,8,8,10,9
2,104,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.8832,1.4201011781,1,0,1,3,3,9,1
8,306,30,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.6096,.3731011782,4,1,3,2,1,4,4
2,110,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.8832,1.4201011783,1,0,1,3,3,9,1
16,973,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.5011,.1691011784,5,4,2,2,1,2,2
14,946,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,1,99,4,98,20,99,999,99,99,3,2,.5364,.4621011785,4,3,4,3,3,9,5
13,998,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,20,99,999,99,99,3,2,.5815,.3083011786,6,3,8,8,8,10,9
