v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v6_5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31_1,v31_2,v31_3,v32_1,v32_2,v32_3,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,wei,wei2,area1,area2,area3,area4,area5,area6,area7
2,116,59,6,1,1,2,3,4,99,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,3,6,8,99,2,8,17,2,80,2,1,4,1,.9991,1.6065002743,1,0,1,3,2,1,2
9,360,79,4,1,1,99,99,99,99,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,3,99,99,99,1,8,8,99,4,7,17,3,80,4,1,3,2,.9456,.5381002772,3,2,1,3,1,4,3
13,608,65,5,1,1,4,99,99,99,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,99,2,99,99,1,8,9,99,4,7,17,3,90,3,1,3,2,1.1265,.5973002909,5,3,3,3,3,9,3
20,600,62,6,1,1,2,4,5,99,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,99,2,99,99,2,7,8,99,2,7,17,3,80,2,1,3,2,.7412,.2084003108,2,3,1,3,3,9,2
20,600,66,5,1,1,2,3,99,99,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,1,7,7,99,4,7,17,3,80,2,1,3,2,.691,.1943003121,2,3,1,3,3,9,2
17,956,64,5,1,1,99,99,99,99,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,99,1,99,99,1,8,7,99,4,7,17,5,80,3,1,3,2,1.1886,.2696003141,4,4,3,2,1,2,5
13,612,90,3,1,1,2,3,99,99,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,99,99,99,2,8,7,99,4,7,17,6,80,3,2,3,2,1.3375,.7091003674,3,3,2,3,3,9,5
14,913,72,5,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,7,9,99,4,8,17,2,70,3,2,3,1,1.092,.9406003752,5,3,2,3,3,9,5
21,893,80,4,1,1,2,3,99,99,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,3,99,99,99,2,8,6,99,4,7,17,6,80,1,1,3,1,.2519,.0400004127,4,5,2,3,3,9,8
12,632,70,5,1,2,3,99,99,99,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,99,2,99,99,3,7,7,99,2,6,17,5,60,2,1,3,2,1.0174,.72590042,4,2,2,3,3,9,5
15,880,67,5,1,1,2,3,99,99,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,3,99,99,99,99,3,8,9,99,4,6,17,3,80,3,1,3,1,1.1784,.1380004528,3,3,2,3,3,9,5
11,540,90,3,1,1,2,3,99,99,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,99,99,99,99,2,9,8,99,2,7,17,4,70,3,2,98,2,1.6922,.8720004542,3,2,2,3,3,9,3
16,970,72,5,1,1,4,5,99,99,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,8,9,99,4,7,17,3,90,3,1,4,2,.8242,.2781004697,3,4,2,2,1,2,2
2,100,70,5,1,1,2,3,99,99,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,2,8,7,99,4,7,17,3,70,4,1,3,2,1.4313,2.3014004886,1,0,1,3,2,1,1
3,324,76,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,3,99,99,99,3,7,8,99,4,7,17,3,90,3,2,1,1,1.2916,1.9006004999,1,0,1,3,1,3,3
19,316,88,3,1,1,2,3,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,99,99,99,2,6,7,99,2,8,17,2,90,3,1,1,1,.6682,.3154005111,2,1,1,3,1,2,2
18,205,85,3,1,3,4,99,99,99,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,3,99,99,99,3,5,6,99,4,7,17,5,85,3,1,3,2,1.2158,.4800005139,2,1,2,3,3,9,2
14,913,89,3,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,99,99,2,99,99,3,7,8,99,2,7,17,3,80,4,2,3,1,1.2857,1.1075005152,5,3,2,3,3,9,5
3,334,87,3,1,1,99,99,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,3,99,99,99,99,3,10,10,99,4,7,17,3,80,2,1,3,2,1.5581,2.2927005255,1,0,1,3,2,1,3
5,709,63,6,1,1,2,3,99,99,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,1,6,6,99,4,8,17,3,90,2,1,3,2,.8949,1.0741005516,1,0,2,3,3,9,3
18,204,72,5,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,99,99,99,3,8,8,99,2,7,17,3,90,1,1,3,2,.8609,.339900555,2,1,1,3,3,9,2
12,652,65,5,1,1,2,3,4,99,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,99,99,99,1,7,8,99,4,7,17,3,80,2,2,3,2,1.0174,.7259005662,5,2,4,3,3,9,6
4,432,80,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,7,9,99,4,7,17,3,90,1,1,3,2,1.5036,2.7316005749,1,0,2,3,3,9,3
7,268,65,5,1,1,2,3,4,99,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,7,99,4,5,17,5,90,3,1,3,2,1.1291,.5459005991,5,1,2,3,3,9,3
3,320,74,4,1,1,2,99,99,99,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,99,99,2,99,99,3,8,6,99,4,6,17,3,80,3,1,3,2,1.3629,2.0055005999,1,0,1,3,1,3,3
3,334,67,5,1,1,2,3,4,99,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,8,99,2,6,17,3,80,3,1,3,2,1.1038,1.624200605,1,0,1,3,2,1,3
6,804,63,6,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,3,99,99,99,3,8,8,99,4,8,17,2,80,3,1,3,2,.9978,1.7671006157,1,0,1,3,3,9,2
4,434,58,6,1,1,2,3,4,99,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,3,99,99,99,2,7,6,99,2,8,17,3,80,3,1,3,2,1.1289,2.0509006236,1,0,1,3,3,9,3
6,820,72,5,1,1,99,99,99,99,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,1,6,6,99,2,7,17,3,90,3,1,3,2,1.3323,2.3595006628,1,0,1,3,3,9,3
7,264,58,6,1,1,2,3,99,99,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,3,99,99,99,99,1,6,5,99,4,7,17,3,90,3,1,3,2,.8138,.3935007,5,1,3,3,3,9,5
15,881,56,6,1,1,2,3,99,99,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,8,7,99,4,7,17,5,60,2,1,3,2,.8598,.1007007445,5,3,4,3,3,9,5
3,330,82,4,1,1,4,99,99,99,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,3,99,99,99,2,7,7,99,4,8,17,4,80,4,1,3,2,1.3629,2.0055007505,1,0,1,3,3,9,2
18,203,59,6,1,1,2,99,99,99,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,1,9,6,99,4,6,17,3,70,3,1,3,2,.7968,.3146007643,2,1,2,3,3,9,2
7,262,60,6,1,1,2,3,4,99,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,99,99,2,99,99,1,6,6,99,2,5,17,5,90,2,1,2,2,.8138,.3935007829,5,1,3,3,3,9,5
20,600,53,7,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,7,7,99,2,7,17,2,80,2,1,3,1,.5243,.147400791,2,3,1,3,3,9,2
2,114,65,5,1,1,2,3,99,99,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,3,99,99,99,2,8,8,99,4,7,17,4,90,4,1,3,2,1.4313,2.3014007922,1,0,1,3,3,9,2
17,950,45,8,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,3,99,99,99,3,9,8,99,1,7,17,3,80,3,1,4,1,.2944,.0668008028,3,4,2,2,2,1,5
11,540,72,5,1,1,2,3,4,99,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,7,6,99,4,7,17,3,90,3,1,3,2,1.2458,.642000807,3,2,2,3,3,9,3
11,540,52,7,1,1,2,99,99,99,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,3,99,99,99,1,8,7,99,4,5,17,5,70,3,1,3,2,.7265,.3744008366,3,2,2,3,3,9,3
10,500,77,4,1,1,2,3,5,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,2,7,8,99,4,7,17,3,70,3,1,3,2,1.2917,1.7017008425,3,2,1,3,3,9,3
3,325,62,6,1,1,2,3,4,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,3,99,99,99,2,9,9,99,4,8,17,6,90,3,1,3,1,1.0116,1.4886008683,1,0,1,3,1,3,3
3,330,90,3,1,1,2,3,99,99,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,99,1,99,99,2,8,8,99,4,7,17,5,80,3,1,3,2,1.5581,2.2927008801,1,0,1,3,3,9,2
9,351,66,5,1,1,99,99,99,99,1,3,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,3,99,99,99,1,8,7,99,4,6,17,3,80,1,1,1,2,.7772,.4423009049,4,2,1,3,1,4,4
20,600,61,6,1,1,4,99,99,99,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,8,7,99,2,7,17,3,95,3,1,3,1,.6552,.1842009058,2,3,1,3,3,9,2
16,973,48,8,1,1,2,3,99,99,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,3,99,99,99,3,8,7,99,4,7,17,3,90,3,1,3,2,.5011,.1691009336,5,4,2,2,1,2,2
8,302,92,3,1,1,2,3,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,99,99,99,2,8,8,99,4,8,17,3,80,3,1,1,1,1.1792,.7217009351,3,1,1,3,1,3,3
20,600,66,5,1,1,2,3,4,99,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,3,99,99,99,99,3,10,10,99,4,7,17,4,90,4,1,3,2,.691,.1943009391,2,3,1,3,3,9,2
13,608,70,5,1,1,2,3,99,99,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,3,99,99,99,99,3,8,6,99,4,7,17,6,80,3,1,3,2,1.1265,.5973009441,5,3,3,3,3,9,3
5,709,69,5,1,1,2,3,4,99,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,3,99,99,99,3,8,8,99,4,7,17,3,90,3,1,3,2,1.1277,1.3536009639,1,0,2,3,3,9,3
19,317,71,5,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,3,99,99,99,2,8,5,99,4,7,17,3,70,3,2,3,2,.9888,.466700969,2,1,1,3,2,1,2
21,891,67,5,1,1,2,3,99,99,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,1,7,7,99,4,6,17,2,90,2,1,3,2,.8338,.132400981,4,5,2,3,3,9,8
17,950,93,3,1,1,4,99,99,99,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,97,99,99,2,99,99,2,5,7,99,2,6,17,3,80,2,2,3,2,1.2277,.2784009823,3,4,2,2,2,1,5
8,314,90,3,1,1,2,3,4,5,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,3,99,99,99,3,7,7,99,4,7,17,3,80,2,1,1,2,1.6391,1.0031009843,5,1,3,3,1,4,4
18,203,80,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,3,99,99,99,1,5,6,99,2,7,17,4,80,3,1,3,2,1.2142,.4794009887,2,1,2,3,3,9,2
11,556,80,4,1,1,4,99,99,99,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,5,10,99,2,7,17,6,80,3,1,2,2,1.114,.5740009985,5,2,4,1,2,1,7
12,640,50,7,1,1,2,3,4,99,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,2,8,7,99,4,7,17,3,70,3,1,3,2,.6365,.4541009988,3,2,2,3,3,9,3
20,600,67,5,1,1,3,4,99,99,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,99,99,1,99,99,2,7,6,99,4,7,17,4,70,2,2,3,2,.691,.194300999,2,3,1,3,3,9,2
2,112,75,4,1,1,3,4,99,99,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,99,99,2,99,99,3,8,8,99,3,6,17,5,80,3,2,4,2,1.3919,2.2380010286,1,0,1,3,3,9,2
13,604,66,5,1,1,2,3,99,99,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,3,99,99,99,3,6,6,99,2,7,17,5,80,2,1,4,1,1.1048,.5858010449,5,3,4,3,3,9,5
2,110,57,6,1,1,2,3,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,1,7,8,99,2,7,17,5,95,3,1,3,2,1.0343,1.6631010662,1,0,1,3,3,9,1
15,880,66,5,1,1,4,99,99,99,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,99,99,2,99,99,2,7,7,99,4,6,17,3,80,4,1,3,2,.9899,.115901069,3,3,2,3,3,9,5
10,500,80,4,1,1,2,3,99,99,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,3,99,99,99,1,7,6,99,4,8,17,3,90,3,1,3,2,1.2917,1.7017010738,3,2,1,3,3,9,3
11,557,88,3,1,1,2,3,4,99,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,99,99,99,3,8,9,99,4,7,17,5,90,3,2,3,2,1.6922,.872001081,4,2,3,3,3,9,5
21,890,59,6,1,1,2,3,99,99,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,99,99,99,1,9,8,99,2,6,17,3,80,2,2,4,2,.9311,.1479010844,4,5,3,3,3,9,8
21,890,68,5,1,1,2,3,4,99,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,99,99,2,99,99,1,9,7,99,4,6,17,4,80,3,1,3,2,.8338,.132401087,4,5,3,3,3,9,8
20,600,80,4,1,1,2,3,4,99,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,8,9,99,4,8,17,3,60,3,2,3,2,1.2622,.3549010956,2,3,1,3,3,9,2
10,520,54,6,1,1,4,99,99,99,1,3,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,3,9,7,99,4,6,17,4,90,4,1,3,1,1.0046,1.3235011229,4,2,3,3,3,9,5
17,950,85,3,1,1,2,3,99,99,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,6,7,99,4,7,17,4,70,3,1,3,1,.8579,.1946011639,3,4,2,2,2,1,5
2,116,53,7,1,1,3,2,99,99,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,3,99,99,99,99,3,7,7,99,4,7,17,2,60,2,1,3,2,1.0994,1.7677012035,1,0,1,3,2,1,2
4,404,66,5,1,1,2,3,99,99,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,3,99,99,99,99,2,8,7,99,2,7,17,2,70,3,2,3,1,.6391,1.1611012427,1,0,1,3,3,9,1
6,830,84,3,1,1,2,4,99,99,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,99,99,2,99,99,2,8,6,99,4,7,17,3,80,3,1,3,1,1.4185,2.5122012432,1,0,1,3,3,9,2
3,326,70,5,1,2,3,99,99,99,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,3,10,8,99,4,5,17,4,70,4,2,3,2,.8694,1.2793012458,1,0,1,3,1,3,4
18,204,76,4,1,1,2,3,4,99,1,1,2,1,1,2,1,98,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,3,99,99,99,99,3,8,8,99,4,7,17,98,90,3,1,3,1,3.1615,1.2482012516,2,1,1,3,3,9,2
4,403,73,5,1,1,2,99,99,99,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,3,99,99,99,99,1,7,5,99,4,7,17,3,80,4,1,4,1,.6391,1.1611012538,1,0,1,3,3,9,1
1,236,76,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,3,99,99,99,99,99,3,6,6,99,4,8,17,3,90,4,1,98,2,.5912,1.5488012799,1,0,1,3,3,9,2
19,316,94,2,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,3,99,99,99,99,99,3,6,6,2,4,7,17,5,70,98,2,98,2,8.2896,3.9127012813,2,1,1,3,1,2,2
1,220,80,4,1,1,99,99,99,99,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,3,99,99,99,2,5,7,99,2,7,17,5,80,3,1,3,1,.5998,1.5714012868,1,0,1,3,3,9,1
9,366,79,4,1,1,2,3,99,99,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,99,2,99,99,3,6,6,99,4,6,17,6,70,3,1,3,1,5.0364,2.8662012925,5,2,2,3,3,9,4
1,208,79,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,3,99,99,99,99,2,5,1,99,2,7,17,5,80,3,1,3,2,.5912,1.5488013002,1,0,3,3,3,9,5
10,500,83,4,1,1,2,3,5,99,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,99,99,99,1,8,8,99,4,8,17,3,90,3,1,3,1,1.5468,2.0378013025,3,2,1,3,3,9,3
6,807,76,4,1,1,2,3,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,99,99,99,2,10,9,99,4,7,17,3,80,2,1,3,1,.8985,1.5912013051,1,0,1,3,3,9,1
5,708,89,3,1,1,99,99,99,99,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,3,99,99,99,3,10,7,99,4,6,17,3,90,4,2,98,1,1.6649,1.9984013066,1,0,1,3,3,9,2
16,970,89,3,1,1,2,3,99,99,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,3,7,8,99,4,8,17,4,90,3,1,3,2,4.66,1.572301312,3,4,2,2,1,2,2
19,317,76,4,1,1,2,3,4,99,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,3,99,99,99,3,6,4,99,4,7,17,3,70,2,1,3,1,2.2429,1.0586013187,2,1,1,3,2,1,2
2,110,76,4,1,1,2,3,99,99,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,3,99,99,99,99,3,10,9,99,4,8,17,2,70,4,1,3,1,.7889,1.2685013317,1,0,1,3,3,9,1
4,408,72,5,1,1,2,3,4,99,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,99,99,99,1,8,8,99,4,7,17,4,70,1,1,3,2,.6292,1.1431013447,1,0,1,3,3,9,2
2,105,998,6,1,3,99,99,99,99,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,97,7,98,99,4,5,17,5,75,3,1,3,2,.6068,.9757013473,1,0,1,3,3,9,1
6,830,70,5,1,1,2,3,99,99,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,3,99,99,99,1,7,5,99,4,7,17,3,80,3,1,3,2,.9683,1.7149013528,1,0,1,3,3,9,2
2,115,78,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,3,99,99,99,99,3,7,8,99,4,7,17,5,90,3,1,3,2,.8166,1.3130013536,1,0,1,3,3,9,2
2,111,86,3,1,1,2,3,4,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,3,99,99,99,3,7,7,99,4,8,17,3,90,4,1,3,2,.8887,1.4289013612,1,0,1,3,3,9,2
12,630,60,6,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,99,99,6,99,99,3,7,6,99,4,5,17,6,80,3,1,3,2,1.4654,1.045601363,4,2,2,3,3,9,5
17,950,76,4,1,1,4,99,99,99,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,3,99,99,99,3,8,7,99,4,7,17,3,80,3,1,3,2,13.2497,3.0050013729,3,4,2,2,2,1,5
2,110,79,4,1,1,2,3,4,99,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,3,99,99,99,3,6,7,99,2,6,17,3,80,3,1,3,2,.8166,1.3130013797,1,0,1,3,3,9,1
5,700,70,5,1,1,2,3,99,99,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,3,99,99,99,2,8,8,99,4,8,17,98,90,2,1,3,2,1.3275,1.5934013876,1,0,1,3,3,9,1
2,116,59,6,1,1,4,99,99,99,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,1,7,9,99,4,8,17,3,85,1,1,3,2,.6068,.9757013931,1,0,1,3,2,1,2
2,111,77,4,1,1,4,99,99,99,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,7,6,99,4,8,17,3,60,3,1,3,2,.8166,1.3130014028,1,0,1,3,3,9,2
6,811,88,3,1,1,3,4,99,99,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,3,99,99,99,3,8,9,99,4,7,17,3,80,3,1,3,2,1.523,2.6972014094,1,0,1,3,3,9,3
1,231,67,5,1,1,4,99,99,99,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,99,99,10,99,99,3,10,10,99,2,7,17,4,80,1,1,3,1,.4201,1.1006014115,1,0,1,3,3,9,2
4,402,88,3,1,1,2,3,99,99,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,3,99,99,99,2,6,8,99,4,7,17,3,90,3,1,98,2,.8149,1.480401415,1,0,1,3,3,9,1
4,436,53,7,1,1,2,3,4,99,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,3,99,99,99,99,99,2,6,7,99,4,7,17,3,90,2,1,4,2,.706,1.2826014162,1,0,2,3,3,9,3
6,825,87,3,1,1,3,99,99,99,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,99,99,98,99,99,3,7,8,99,4,7,17,3,70,2,2,3,2,1.523,2.6972014341,1,0,2,3,3,9,3
3,326,89,3,1,1,99,99,99,99,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,97,99,99,98,99,99,3,7,6,99,4,7,17,3,80,3,1,3,1,1.1628,1.7111014506,1,0,1,3,1,3,4
10,506,998,4,1,1,2,3,99,99,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,8,99,2,7,17,3,70,4,2,3,2,1.4365,1.8924014517,5,2,2,3,3,9,4
19,317,86,3,1,1,4,99,99,99,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,3,99,99,99,99,1,3,7,99,4,8,17,3,90,4,1,4,1,2.854,1.3471014614,2,1,1,3,2,1,2
4,432,80,4,1,1,2,3,99,99,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,2,9,7,99,2,7,17,5,80,4,1,3,2,.799,1.4515014643,1,0,2,3,3,9,3
