v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_6,v9,v10,v11,v12_1,v12_2,v13_1,v13_2,v13_3,v14_1,v14_2,v14_3,v14_4,v14_5,v15,v16,v17,v18_1,v18_2,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,wei
5,725,95,2,1,1,99,99,99,1,4,99,99,99,99,99,8,8,8,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,5,5,8,8,9,8,8,7,8,4,5,1,1.324398
2,112,82,4,1,4,99,99,99,1,4,2,96,99,99,99,7,9,7,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,7,8,8,6,8,5,6,8,7,5,7,4,8,1,1.113044
3,320,48,8,1,97,99,99,99,1,4,99,99,99,99,99,7,7,8,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,8,7,8,8,9,8,9,8,8,8,2,5,1,.7744
4,402,998,7,1,98,99,99,99,1,4,1,2,99,99,99,0,98,5,1,2,1,2,3,3,99,99,99,99,1,98,2,99,99,999,2,7,8,98,9,10,98,5,8,98,98,1,2,6,2,.751292
8,303,998,4,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,2,99,2,99,99,3,99,99,99,99,1,98,2,99,99,999,2,5,6,0,0,5,0,7,5,6,0,0,4,7,1,.919519
1,234,70,5,1,3,4,99,99,1,1,99,99,99,99,99,8,9,7,2,99,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,6,7,6,3,5,5,5,7,6,3,6,4,7,1,.926989
1,237,86,3,1,97,99,99,99,1,4,1,99,99,99,99,7,6,5,1,2,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,7,6,7,6,6,7,7,7,7,6,7,4,7,1,1.298502
12,630,998,6,1,4,99,99,99,1,4,2,99,99,99,99,5,8,10,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,9,9,9,7,9,7,9,9,7,7,9,4,5,2,.970814
19,316,32,10,1,97,99,99,99,1,1,2,3,4,99,99,98,98,98,1,2,1,2,3,3,99,99,99,99,2,1,2,99,99,999,2,98,98,98,98,98,98,98,98,98,98,98,4,7,1,.804181
6,832,47,8,1,97,99,99,99,1,4,3,99,99,99,99,0,5,5,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,8,98,8,10,98,6,98,9,98,10,4,5,2,.733364
5,702,67,5,1,97,99,99,99,1,4,99,99,99,99,99,7,6,6,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,6,6,6,6,6,6,6,6,6,6,6,4,6,2,1.086749
3,330,98,2,1,4,99,99,99,1,4,2,1,96,99,99,7,8,7,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,7,6,7,7,6,7,8,8,7,9,4,5,2,1.428183
12,634,86,3,1,97,99,99,99,1,4,2,99,99,99,99,8,8,7,1,2,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,6,9,7,9,8,8,9,9,9,6,10,2,8,1,1.227586
7,262,58,6,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,2,0,10,10,10,10,10,10,10,10,5,4,4,1,.974499
1,236,74,4,1,1,2,4,99,1,4,3,1,99,99,99,9,9,7,1,2,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,7,6,6,5,5,5,6,5,5,7,4,7,2,.967128
5,701,56,6,1,4,99,99,99,1,1,4,99,99,99,99,10,8,8,1,2,1,3,99,3,99,99,99,99,1,98,2,99,99,999,2,4,5,7,3,8,5,7,6,5,8,7,2,8,1,.983861
1,221,998,7,1,97,99,99,99,1,4,1,99,99,99,99,8,9,9,1,2,3,99,99,3,5,99,99,99,1,2,2,99,99,999,2,0,9,9,5,10,9,10,9,8,6,9,4,7,2,.733265
1,251,998,4,1,2,3,4,99,1,4,3,96,99,99,99,7,8,8,2,99,3,99,99,3,99,99,99,99,98,1,1,2,99,3,1,0,5,8,6,9,10,8,10,5,7,9,4,5,1,.984658
6,830,62,6,2,99,99,99,99,1,4,1,99,99,99,99,8,7,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,7,5,8,6,7,7,8,6,6,6,4,8,1,1.041132
5,730,60,6,1,97,99,99,99,1,1,2,3,4,5,99,9,9,9,1,2,1,2,3,3,4,99,99,99,1,1,2,99,99,999,2,7,9,7,8,8,8,9,8,8,98,5,4,8,2,1.045913
3,324,69,5,1,1,2,4,99,1,2,4,96,99,99,99,10,10,10,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,10,9,10,9,10,9,10,8,7,8,10,4,7,2,1.102188
1,244,79,4,1,3,4,99,99,1,4,3,2,99,99,99,10,8,8,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,9,7,6,7,8,6,6,5,7,8,4,7,2,.967128
1,221,49,7,1,4,99,99,99,1,2,4,99,99,99,99,9,9,9,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,5,8,8,5,8,5,7,5,5,5,6,4,6,1,.746412
4,407,76,4,1,1,4,99,99,1,2,4,99,99,99,99,10,5,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,7,5,10,8,7,7,7,8,7,8,7,4,7,2,.990833
1,235,61,6,1,1,3,99,99,1,4,99,99,99,99,99,8,7,7,2,99,3,99,99,3,99,99,99,99,1,1,1,2,99,4,98,5,0,4,7,5,3,8,4,6,7,7,2,7,1,.965734
12,648,84,3,1,1,4,99,99,1,4,2,1,99,99,99,10,10,10,1,2,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,9,9,10,9,8,10,10,10,7,4,8,1,1.32878
7,262,69,5,1,1,99,99,99,1,4,2,99,99,99,99,9,10,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,5,8,5,9,7,5,5,5,8,6,8,4,8,1,1.012546
8,305,54,6,1,4,99,99,99,1,4,2,1,99,99,99,8,7,6,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,6,6,6,5,6,6,6,6,6,7,4,8,1,.901989
3,324,50,7,1,97,99,99,99,1,4,99,99,99,99,99,5,6,6,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,5,5,5,7,5,7,6,7,7,7,4,5,1,.834858
3,330,65,5,1,2,4,99,99,1,2,4,96,99,99,99,9,8,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,6,8,7,6,7,7,8,9,7,7,8,4,5,2,1.102188
4,403,80,4,1,1,2,4,99,1,4,1,99,99,99,99,6,5,5,1,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,5,5,5,5,5,5,5,5,5,5,4,7,2,.990833
1,251,78,4,1,97,99,99,99,1,1,4,99,99,99,99,8,9,7,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,6,8,9,10,10,8,9,7,8,9,9,4,7,1,.984658
6,813,55,6,1,1,2,3,99,1,4,3,99,99,99,99,8,10,6,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,3,8,6,5,8,8,7,7,8,5,7,4,7,2,.944917
6,852,61,6,1,2,99,99,99,1,4,1,3,99,99,99,5,5,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,3,5,5,3,3,3,6,6,5,5,7,4,5,1,1.041132
2,112,41,9,1,1,2,99,99,1,4,1,2,99,99,99,2,4,5,1,2,1,3,99,3,99,99,99,99,1,98,2,99,99,999,1,10,8,8,8,8,10,10,10,8,8,8,2,7,2,.770515
1,231,58,6,1,97,99,99,99,1,4,99,99,99,99,99,1,1,1,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,98,0,98,98,98,98,98,98,98,98,98,98,4,5,1,.892427
20,601,63,6,1,1,99,99,99,1,4,99,99,99,99,99,6,6,4,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,6,6,6,5,6,3,4,6,4,4,6,2,5,1,.724002
5,709,69,5,1,1,99,99,99,1,4,1,2,99,99,99,8,9,5,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,7,7,7,8,8,9,8,8,6,7,9,4,5,1,1.022108
4,437,59,6,1,97,99,99,99,1,4,2,99,99,99,99,2,7,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,6,7,7,8,8,9,6,7,9,5,5,2,5,1,.98924
2,114,58,6,1,2,4,99,99,1,4,2,99,99,99,99,9,9,9,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,3,7,3,5,5,3,3,5,3,3,5,4,6,2,.915535
1,247,83,4,1,97,99,99,99,1,4,99,99,99,99,99,7,9,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,1,6,7,5,5,6,7,5,7,5,5,6,4,5,1,1.065634
5,712,84,3,1,97,99,99,99,1,4,1,2,99,99,99,7,9,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,7,9,9,7,7,7,8,7,7,7,7,4,7,2,1.299199
4,401,65,5,1,97,99,99,99,1,1,4,99,99,99,99,10,0,8,97,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,5,5,5,6,0,6,5,5,5,5,4,6,1,.949598
1,242,52,7,1,2,99,99,99,1,4,99,99,99,99,99,6,98,98,1,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,1,98,98,98,98,98,98,98,98,98,98,98,4,4,1,.746412
6,843,68,5,1,4,99,99,99,1,4,1,2,99,99,99,8,7,8,1,2,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,9,10,7,9,10,8,8,6,8,8,7,4,8,1,1.08167
2,110,49,7,1,97,99,99,99,1,4,2,3,99,99,99,8,8,10,1,2,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,10,8,9,9,9,8,10,9,8,9,4,7,2,.766033
1,242,53,7,1,97,99,99,99,1,3,4,1,2,99,99,5,8,8,1,2,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,10,8,6,8,6,6,8,6,3,6,4,8,1,.746412
8,304,78,4,1,1,4,99,99,1,4,99,99,99,99,99,5,6,6,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,7,7,8,9,10,10,10,10,10,10,4,5,1,.995116
5,720,998,6,1,97,99,99,99,1,4,99,99,99,99,99,0,6,6,98,99,99,99,99,3,99,99,99,99,2,2,2,99,99,999,2,8,6,6,8,6,6,8,9,8,6,6,4,5,1,1.064638
1,242,56,6,1,97,99,99,99,1,4,2,99,99,99,99,10,8,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,8,10,10,8,8,7,10,10,8,7,8,4,6,1,.965734
5,700,74,4,1,1,3,4,99,1,4,2,1,99,99,99,10,8,7,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,5,8,10,10,10,7,8,10,4,7,2,1.154179
1,251,65,5,1,3,4,99,99,1,1,2,3,4,5,99,10,10,8,2,1,1,99,99,3,99,99,99,99,1,2,2,99,99,999,2,9,9,9,10,9,8,6,8,8,8,8,2,7,2,.910654
5,722,61,6,1,97,99,99,99,1,4,99,99,99,99,99,0,8,5,1,2,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,98,98,98,8,98,98,98,98,98,6,4,7,1,1.064638
4,408,998,5,2,99,99,99,99,1,4,99,99,99,99,99,5,5,5,1,99,98,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,5,5,5,5,5,5,5,5,5,5,2,4,2,1.009658
2,112,55,6,1,97,99,99,99,1,4,3,2,99,99,99,8,9,8,1,2,2,99,99,3,5,99,99,99,1,1,2,99,99,999,2,4,7,8,8,9,8,8,8,6,10,10,4,6,2,.990933
4,411,77,4,1,4,99,99,99,1,4,2,99,99,99,99,10,7,7,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,5,3,3,7,5,3,3,7,5,3,5,4,8,1,1.008562
6,807,90,3,1,97,99,99,99,1,3,4,2,99,99,99,8,8,7,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,3,6,6,6,6,6,5,4,7,7,8,4,7,1,1.293322
1,241,81,4,1,4,99,99,99,1,1,2,4,99,99,99,8,8,8,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,8,8,5,8,5,8,8,5,8,8,4,7,1,.984658
19,316,40,9,2,99,99,99,99,1,3,99,99,99,99,99,98,98,98,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,98,98,8,9,8,9,9,9,98,10,4,4,2,.687548
10,510,75,4,1,1,2,3,4,1,1,2,4,5,99,99,10,9,9,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,8,7,7,7,5,6,7,6,8,8,6,4,7,2,1.111251
5,724,78,4,1,1,99,99,99,1,4,99,99,99,99,99,8,8,8,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,8,8,8,8,8,8,8,8,8,8,4,4,1,1.085554
2,111,71,5,1,97,99,99,99,1,4,2,99,99,99,99,10,10,9,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,8,8,9,9,8,9,9,10,8,9,8,4,8,2,1.029479
4,402,71,5,1,3,4,99,99,1,4,99,99,99,99,99,5,9,8,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,6,10,8,5,7,5,7,8,8,6,9,4,5,1,1.027885
4,420,84,3,1,97,99,99,99,1,4,3,99,99,99,99,10,10,7,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,7,3,5,8,10,4,2,7,8,98,5,4,7,1,1.329976
4,407,73,5,1,1,4,99,99,1,4,3,2,1,96,99,7,8,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,8,3,6,5,7,7,7,6,3,4,7,4,7,1,.949598
6,813,998,7,1,97,99,99,99,1,4,99,99,99,99,99,10,5,5,2,99,97,99,99,3,5,99,99,99,1,1,2,99,99,999,2,5,6,98,0,3,7,10,10,10,7,10,4,5,2,.790436
6,807,83,4,1,4,99,99,99,1,4,1,99,99,99,99,9,10,10,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,1,8,10,10,10,10,9,9,9,9,9,9,4,7,1,1.061451
1,235,62,6,1,97,99,99,99,1,4,3,1,99,99,99,8,10,10,1,2,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,8,9,6,9,9,8,8,7,7,8,4,5,2,.948702
21,893,69,5,1,1,2,99,99,1,4,99,99,99,99,99,7,7,6,1,2,1,2,3,3,5,99,99,99,1,2,2,99,99,999,2,8,8,7,8,8,9,7,8,7,7,8,4,98,1,2.007762
13,606,73,5,1,2,4,99,99,1,4,3,1,2,99,99,10,10,10,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,10,10,10,10,10,10,10,10,10,10,10,4,7,2,1.062546
1,220,48,8,1,4,99,99,99,1,4,3,99,99,99,99,1,5,5,2,99,3,99,99,3,99,99,99,99,2,1,2,99,99,999,2,1,2,0,3,5,5,6,7,6,3,7,4,5,1,.692528
19,316,998,6,1,1,4,99,99,1,4,3,99,99,99,99,10,10,10,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,10,10,10,10,10,10,10,10,10,10,10,4,8,1,.899897
5,709,53,7,1,97,99,99,99,1,4,1,2,99,99,99,7,8,6,1,2,3,2,99,3,99,99,99,99,1,2,2,99,99,999,2,5,7,5,6,6,6,6,7,7,7,5,2,7,2,.808463
13,608,88,3,1,4,99,99,99,1,4,1,99,99,99,99,8,8,10,2,99,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,8,10,10,8,8,8,8,10,10,8,10,4,5,2,1.374697
1,231,998,3,1,3,99,99,99,1,1,2,3,4,5,99,10,10,10,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,10,9,9,0,10,6,3,8,1,6,10,4,8,1,1.199797
8,307,52,7,1,97,99,99,99,1,4,2,99,99,99,99,7,8,7,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,98,98,98,8,98,98,98,98,98,8,4,6,2,.684858
3,338,89,3,1,4,99,99,99,1,4,1,2,99,99,99,9,8,10,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,6,8,9,7,9,9,8,8,10,4,8,1,1.451888
1,247,93,3,1,97,99,99,99,1,4,99,99,99,99,99,9,9,9,1,2,1,2,99,3,99,99,99,99,2,2,2,99,99,999,2,9,10,10,10,10,10,8,10,10,10,6,2,7,2,1.178582
9,363,46,8,1,1,99,99,99,1,4,1,99,99,99,99,8,5,8,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,6,6,6,6,6,6,7,6,6,6,4,4,1,.774001
3,333,60,6,1,1,2,99,99,1,3,1,2,99,99,99,8,1,5,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,5,5,6,6,6,8,5,6,7,8,5,3,5,1,.997706
5,709,74,4,1,4,99,99,99,1,4,2,99,99,99,99,5,10,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,5,8,8,8,10,8,9,5,8,8,10,4,7,2,1.066331
2,108,38,10,1,97,99,99,99,1,4,99,99,99,99,99,3,2,98,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,98,98,6,8,8,9,10,9,8,8,3,4,2,.885256
1,220,56,6,1,1,2,99,99,1,4,1,3,5,99,99,9,8,9,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,9,8,8,8,8,8,7,8,7,4,6,2,.948702
6,806,52,7,1,97,99,99,99,1,4,3,1,99,99,99,10,10,10,2,99,3,99,99,3,99,99,99,99,1,1,1,2,99,5,2,8,8,6,8,7,8,8,8,7,6,6,4,6,1,.743623
1,239,45,8,1,1,2,4,99,1,4,3,1,2,99,99,5,8,8,1,2,1,99,99,3,99,99,99,99,1,98,2,99,99,999,2,7,9,98,9,9,7,6,8,7,98,7,4,5,2,.680277
1,238,81,4,1,97,99,99,99,1,4,2,99,99,99,99,6,8,7,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,8,8,8,6,7,8,4,5,9,8,4,5,1,.984658
5,737,47,8,1,97,99,99,99,1,4,99,99,99,99,99,98,98,98,97,99,98,99,99,3,99,99,99,99,2,98,2,99,99,999,98,98,98,98,98,10,98,98,98,98,98,8,4,4,1,.763543
3,326,82,4,1,1,2,4,99,1,1,3,4,99,99,99,7,8,7,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,0,6,6,7,5,5,4,7,7,6,6,4,7,1,1.101092
4,400,58,6,1,97,99,99,99,1,4,1,99,99,99,99,8,9,9,1,2,3,99,99,3,99,99,99,99,1,98,2,99,99,999,2,6,8,6,7,8,8,8,8,8,7,9,4,6,2,.97161
3,334,67,5,1,97,99,99,99,1,1,3,4,99,99,99,7,6,6,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,7,6,8,8,9,9,8,7,8,4,5,1,1.121909
8,307,72,5,1,3,99,99,99,1,2,4,5,99,99,99,6,6,7,97,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,8,8,7,8,8,8,8,8,8,9,4,6,2,.920515
12,637,69,5,1,1,4,99,99,1,4,99,99,99,99,99,7,7,7,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,7,5,5,6,7,6,8,8,6,8,4,5,1,.948702
3,320,37,10,1,2,99,99,99,1,4,3,99,99,99,99,3,5,5,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,6,6,7,8,8,6,6,8,8,8,4,5,2,.947706
1,242,998,6,1,3,4,99,99,1,4,99,99,99,99,99,5,0,2,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,5,0,8,10,10,5,8,8,6,5,2,4,2,.948702
2,104,88,3,1,3,4,99,99,1,4,3,1,2,99,99,6,9,9,2,99,3,99,99,3,99,99,99,99,1,1,1,2,99,100,2,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1.253084
11,558,53,7,1,97,99,99,99,1,1,4,99,99,99,99,5,8,8,1,2,97,99,99,3,99,99,99,99,1,98,2,99,99,999,2,5,5,5,4,5,5,5,5,5,5,5,4,6,2,.892129
9,351,98,2,1,4,99,99,99,1,4,99,99,99,99,99,6,6,6,2,99,2,3,99,3,99,99,99,99,2,2,2,99,99,999,2,7,7,6,6,8,7,6,9,8,7,8,4,4,1,1.453382
5,701,41,9,1,97,99,99,99,1,1,2,3,4,99,99,10,8,8,1,2,2,99,99,3,99,99,99,99,2,98,1,2,99,2,2,0,5,2,2,7,2,5,2,5,5,7,4,7,2,.813444
6,811,61,6,1,97,99,99,99,1,4,1,2,99,99,99,8,7,7,1,2,1,2,3,3,4,99,99,99,1,1,2,99,99,999,2,8,7,7,7,8,8,7,9,9,7,8,4,5,1,1.041132
4,434,74,4,1,1,4,99,99,1,1,2,3,4,99,99,7,6,5,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,8,9,9,9,8,8,9,9,8,8,2,6,1,1.09153
11,557,80,4,1,1,4,99,99,1,1,3,4,5,99,99,6,8,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,8,7,9,7,7,8,8,7,9,4,5,1,1.296709
16,973,51,7,1,97,99,99,99,1,4,99,99,99,99,99,3,5,7,1,2,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,6,8,8,8,8,9,8,7,9,8,2,5,2,.956571
11,557,65,5,1,1,2,3,4,1,1,2,3,4,5,99,5,5,3,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,6,5,4,7,6,4,4,6,6,4,6,4,5,1,1.220613
4,411,71,5,1,1,99,99,99,1,4,1,99,99,99,99,98,0,10,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,98,6,3,8,10,5,6,10,10,5,10,4,5,1,1.027885
8,302,71,5,1,4,99,99,99,1,4,1,2,99,99,99,5,8,8,1,2,2,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,7,8,6,8,7,6,7,6,8,8,2,8,1,.937049
1,243,79,4,1,4,99,99,99,1,1,2,3,4,96,99,8,6,8,1,2,1,3,99,3,99,99,99,99,1,1,1,2,99,10,2,7,8,8,6,9,9,9,9,8,7,9,4,5,1,.984658
6,812,59,6,1,97,99,99,99,1,4,3,99,99,99,99,5,5,5,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,6,6,6,5,6,7,7,6,6,6,4,6,2,1.022706
4,412,68,5,1,2,4,99,99,1,4,1,99,99,99,99,0,5,5,1,99,1,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,8,8,8,8,5,10,10,10,10,8,4,5,1,1.027885
3,337,66,5,1,97,99,99,99,1,4,99,99,99,99,99,0,0,5,1,2,1,2,3,3,99,99,99,99,1,1,1,1,2,2,2,3,3,3,3,5,3,6,3,3,3,3,4,6,1,1.03665
4,433,41,9,1,97,99,99,99,1,1,4,99,99,99,99,4,8,5,2,99,97,99,99,3,5,99,99,99,1,1,2,99,99,999,2,98,8,98,7,7,98,9,98,98,8,8,4,8,1,.76932
14,909,44,8,1,2,4,99,99,1,4,3,99,99,99,99,5,5,5,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,8,8,8,8,8,8,8,8,8,8,4,7,1,.696512
1,241,60,6,1,97,99,99,99,1,1,4,99,99,99,99,5,5,7,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,5,5,3,7,5,5,6,98,5,5,4,5,2,.948702
4,411,51,7,1,1,99,99,99,1,4,1,99,99,99,99,8,9,9,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,8,8,9,9,9,9,8,8,9,4,6,1,.764739
1,251,76,4,1,1,3,99,99,1,1,3,4,99,99,99,8,8,8,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,8,8,8,8,8,8,8,6,98,9,4,7,1,1.065634
1,242,47,8,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,10,10,8,10,6,7,10,8,8,9,8,4,4,1,.692528
2,106,59,6,1,1,4,99,99,1,1,2,3,4,99,99,10,8,10,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,9,8,7,8,3,6,7,6,8,8,4,8,1,.931969
1,235,52,7,1,4,99,99,99,1,4,1,2,3,99,99,9,9,6,2,99,2,3,99,3,5,99,99,99,1,1,2,99,99,999,1,3,8,6,7,7,5,5,7,5,7,7,4,5,1,.746412
6,807,45,8,1,1,4,99,99,1,4,3,99,99,99,99,9,9,9,1,2,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,9,8,5,5,9,5,8,6,8,6,9,4,7,1,.746611
4,402,80,4,1,97,99,99,99,1,4,99,99,99,99,99,9,0,7,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,0,0,0,3,8,0,0,10,7,7,5,4,7,1,1.09153
4,402,60,6,1,2,4,99,99,1,1,2,3,4,99,99,8,8,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,6,6,9,8,8,7,8,10,8,7,8,2,5,2,.897905
4,436,78,4,1,1,2,4,99,1,4,1,99,99,99,99,8,7,7,1,2,1,2,99,3,99,99,99,99,1,2,2,99,99,999,2,8,10,10,8,10,8,10,8,10,10,8,4,8,1,1.008562
3,320,49,7,1,97,99,99,99,1,4,3,99,99,99,99,3,5,6,2,99,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,7,6,5,7,7,7,7,8,6,8,4,5,2,.819918
5,718,60,6,1,97,99,99,99,1,4,99,99,99,99,99,7,5,7,1,2,1,3,99,3,5,99,99,99,1,2,2,99,99,999,2,7,7,6,8,7,8,7,8,8,8,8,4,6,1,1.064638
5,717,57,6,1,4,99,99,99,1,2,3,4,99,99,99,7,7,7,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,4,6,5,6,6,7,5,7,7,7,7,4,7,1,1.064638
12,631,61,6,1,97,99,99,99,1,4,99,99,99,99,99,8,9,9,1,2,1,99,99,3,5,99,99,99,1,1,2,99,99,999,2,8,8,8,8,9,6,8,9,8,8,8,4,5,1,.988343
6,830,92,3,1,2,4,99,99,1,1,2,3,4,5,99,9,10,8,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,9,8,10,10,8,10,9,8,9,4,7,1,1.399697
12,640,45,8,1,97,99,99,99,1,4,1,99,99,99,99,0,0,0,1,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,0,0,0,0,5,5,5,5,5,5,5,2,5,2,.696113
1,234,65,5,1,2,4,99,99,1,1,2,3,5,4,99,8,8,7,1,2,1,2,3,3,99,99,99,99,98,98,2,99,99,999,1,6,6,7,7,8,6,6,6,6,7,7,4,8,1,1.003383
10,503,67,5,1,4,99,99,99,1,4,3,99,99,99,99,5,7,7,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,9,7,9,10,9,7,9,9,7,9,2,4,1,1.065136
1,236,80,4,1,4,99,99,99,1,4,3,99,99,99,99,8,8,7,1,2,97,99,99,3,99,99,99,99,1,98,2,99,99,999,2,7,9,6,6,8,7,9,8,7,5,10,4,6,1,.984658
4,423,82,4,1,4,99,99,99,1,4,2,99,99,99,99,9,9,9,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,9,8,9,9,7,8,9,9,9,9,9,4,7,1,1.008562
2,100,72,5,1,97,99,99,99,1,4,3,2,99,99,99,6,9,8,1,2,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,0,3,3,4,7,5,7,6,6,7,8,4,7,2,1.029479
