v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_6,v9,v10,v11,v12_1,v12_2,v13_1,v13_2,v13_3,v14_1,v14_2,v14_3,v14_4,v14_5,v15,v16,v17,v18_1,v18_2,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,wei
4,428,76,4,1,1,2,3,4,1,2,4,1,99,99,99,10,9,8,1,2,2,99,99,3,99,99,99,99,1,1,2,99,99,999,1,9,10,9,8,8,8,9,9,8,9,9,4,7,2,.990833
4,406,68,5,1,1,2,4,99,1,2,3,4,99,99,99,10,10,10,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,5,5,5,5,6,3,5,5,6,5,6,4,7,1,1.027885
6,811,998,8,1,97,99,99,99,1,3,99,99,99,99,99,3,3,5,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,0,98,3,3,3,5,4,3,5,4,4,5,2,.733364
1,241,46,8,1,4,99,99,99,1,4,1,99,99,99,99,8,8,6,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,0,5,6,5,6,5,6,5,5,98,5,4,5,1,.692528
2,106,86,3,1,97,99,99,99,1,1,2,3,4,5,99,9,10,7,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,6,5,7,7,8,7,7,9,9,4,7,1,1.35627
4,403,51,7,1,97,99,99,99,1,1,4,99,99,99,99,3,5,4,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,5,6,5,7,6,7,98,5,5,8,4,5,2,.751292
1,234,77,4,1,97,99,99,99,1,1,2,4,99,99,99,8,6,7,1,99,1,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,7,7,7,7,7,6,7,7,7,4,8,2,1.04671
2,110,38,10,1,97,99,99,99,1,4,3,99,99,99,99,2,2,2,1,2,1,99,99,3,5,99,99,99,1,1,2,99,99,999,2,3,2,3,3,3,4,5,3,3,3,3,4,5,2,.885256
3,334,64,5,1,4,99,99,99,1,1,2,3,4,99,99,8,8,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,7,8,7,7,7,7,7,7,4,7,1,1.121909
7,265,95,2,1,4,99,99,99,1,1,4,96,99,99,99,9,10,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,7,7,7,9,6,7,7,9,4,7,2,1.394816
16,970,43,9,1,97,99,99,99,1,3,4,99,99,99,99,1,6,3,2,99,2,99,99,3,99,99,99,99,2,2,1,2,99,1,2,98,8,8,98,98,98,98,98,98,98,98,4,5,2,.962547
5,726,60,6,1,3,99,99,99,1,1,2,3,4,99,99,8,8,5,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,8,9,6,6,9,7,8,7,6,6,7,4,8,2,1.045913
1,241,73,5,1,1,4,99,99,1,1,3,4,99,99,99,10,10,7,1,2,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,3,8,10,6,8,10,10,10,7,10,8,4,6,1,1.003383
11,540,30,10,1,97,99,99,99,1,4,1,99,99,99,99,98,98,7,1,2,97,99,99,3,4,5,99,99,1,2,2,99,99,999,2,8,98,98,98,8,6,98,6,6,7,7,2,8,2,1.031172
10,515,94,2,1,2,4,99,99,1,4,3,2,99,99,99,10,10,9,1,2,1,3,99,3,5,99,99,99,1,2,2,99,99,999,2,8,10,10,8,10,10,10,10,9,10,10,4,7,2,1.467425
5,735,67,5,1,4,99,99,99,1,4,99,99,99,99,99,6,7,6,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,7,6,5,5,6,5,6,6,6,7,4,6,1,1.106271
1,236,90,3,1,97,99,99,99,1,4,99,99,99,99,99,2,2,2,97,99,3,99,99,3,5,99,99,99,2,1,2,99,99,999,2,0,2,0,1,3,5,7,3,1,2,4,4,5,1,1.298502
2,112,68,5,1,1,2,4,99,1,1,4,99,99,99,99,9,10,9,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,10,10,8,6,8,9,9,9,8,9,9,4,8,1,1.048005
7,260,998,8,1,1,3,4,99,1,4,99,99,99,99,99,0,5,5,1,99,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,8,98,98,8,9,8,8,8,8,6,8,4,5,1,.756372
16,973,45,8,1,1,2,3,4,1,3,4,99,99,99,99,10,3,5,2,99,97,99,99,3,99,99,99,99,1,98,2,99,99,999,2,5,98,3,5,6,6,5,5,5,3,6,2,5,2,.887348
2,105,82,4,1,1,4,99,99,1,4,1,2,3,99,99,9,8,8,1,2,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,8,8,7,7,8,7,8,7,8,8,4,7,2,1.093423
1,239,85,3,1,4,99,99,99,1,1,2,4,99,99,99,7,7,8,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,8,7,7,8,8,8,8,8,8,8,4,7,2,1.275494
6,804,50,7,1,97,99,99,99,1,4,1,99,99,99,99,3,8,8,1,2,1,2,99,3,99,99,99,99,1,2,2,99,99,999,2,3,6,3,5,2,2,3,7,7,3,2,4,7,2,.790436
1,242,44,8,1,97,99,99,99,1,1,4,99,99,99,99,8,8,9,1,2,1,2,3,3,99,99,99,99,1,98,2,99,99,999,2,98,98,98,7,8,7,6,9,9,98,8,4,6,1,.692528
3,333,69,5,1,4,99,99,99,1,1,2,3,4,5,99,9,9,10,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,1,1,8,7,9,9,3,3,2,3,8,4,7,2,1.102188
4,437,29,10,1,2,99,99,99,1,4,99,99,99,99,99,98,10,98,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,5,98,98,6,5,98,98,6,98,6,4,3,2,.868125
8,310,87,3,1,2,4,99,99,1,4,1,99,99,99,99,7,8,7,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,7,8,8,7,8,7,7,8,7,7,8,4,7,1,1.212546
2,105,50,7,1,97,99,99,99,1,2,3,4,99,99,99,8,9,9,2,99,2,99,99,3,4,99,99,99,1,2,2,99,99,999,2,7,8,8,7,8,7,8,7,8,7,9,4,8,1,.779778
11,545,55,6,1,1,99,99,99,1,3,99,99,99,99,99,10,10,10,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,3,7,7,7,8,8,8,7,5,7,4,7,1,1.174996
1,242,47,8,1,1,2,4,99,1,4,99,99,99,99,99,98,98,98,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,9,98,98,10,0,10,7,10,98,10,4,5,2,.680277
15,950,67,5,1,4,99,99,99,1,4,99,99,99,99,99,10,8,10,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,10,8,8,10,10,8,8,8,8,8,4,4,1,1.170614
5,701,52,7,1,97,99,99,99,1,3,4,99,99,99,99,9,10,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,8,5,5,0,5,7,0,0,7,4,6,2,.808463
6,811,59,6,1,1,99,99,99,1,3,4,99,99,99,99,8,8,8,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,9,7,8,6,6,8,8,8,6,8,8,4,5,1,1.041132
6,830,56,6,1,97,99,99,99,1,1,4,99,99,99,99,8,8,8,2,99,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,8,8,5,8,8,7,5,6,7,8,4,7,1,.961849
1,231,71,5,1,97,99,99,99,1,4,2,99,99,99,99,5,7,6,1,2,97,99,99,3,5,99,99,99,1,1,1,2,99,20,2,3,3,0,0,0,0,0,0,0,0,0,2,7,1,1.003383
1,242,47,8,1,97,99,99,99,1,4,3,99,99,99,99,5,6,6,1,2,1,99,99,3,99,99,99,99,1,2,2,99,99,999,2,2,3,6,6,10,5,6,6,6,6,6,4,6,2,.680277
2,110,998,8,1,97,99,99,99,1,4,99,99,99,99,99,98,98,98,97,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,98,98,98,98,8,98,98,98,98,98,98,4,6,2,.710555
14,913,86,3,1,97,99,99,99,1,1,3,99,99,99,99,10,10,10,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,10,8,7,8,8,8,8,8,8,9,4,7,1,1.305972
12,646,54,6,1,97,99,99,99,1,4,1,3,99,99,99,9,10,9,1,2,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,10,10,8,7,10,10,10,10,10,10,10,2,6,2,.970814
6,830,90,3,1,1,3,4,99,1,4,2,99,99,99,99,6,6,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,9,8,8,8,7,8,9,8,4,7,1,1.399697
19,316,35,10,1,97,99,99,99,1,3,4,99,99,99,99,8,8,9,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,9,10,5,9,9,10,8,10,7,10,10,4,5,2,.789838
6,842,86,3,1,97,99,99,99,1,2,4,99,99,99,99,7,7,6,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,6,6,7,6,5,7,5,6,5,7,4,7,2,1.374995
6,800,72,5,1,2,3,4,99,1,4,2,99,99,99,99,6,10,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,10,8,8,8,10,10,10,10,8,8,10,4,7,2,1.062546
11,540,998,6,1,1,99,99,99,1,3,4,99,99,99,99,7,7,7,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,5,7,8,7,5,7,8,8,6,6,7,4,5,2,1.154379
6,829,86,3,1,4,99,99,99,1,4,1,99,99,99,99,6,7,6,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,8,9,8,8,8,8,9,9,8,8,9,4,7,2,1.270514
5,717,61,6,1,97,99,99,99,1,4,99,99,99,99,99,5,6,6,1,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,4,5,8,8,8,7,8,6,6,8,7,2,5,2,1.045913
4,406,90,3,1,4,99,99,99,1,4,99,99,99,99,99,5,7,7,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,7,5,5,7,5,5,5,6,5,5,4,7,1,1.228781
1,249,24,10,1,97,99,99,99,1,4,99,99,99,99,99,1,1,1,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,6,5,5,5,5,5,5,6,6,6,6,4,3,1,.862846
3,335,18,10,1,97,99,99,99,1,1,99,99,99,99,99,98,6,8,2,99,97,99,99,3,99,99,99,99,98,2,2,99,99,999,2,6,5,5,5,7,2,4,3,2,3,9,4,6,1,.964837
2,106,41,9,1,3,99,99,99,1,4,1,2,99,99,99,8,8,7,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,2,5,3,2,5,2,4,4,5,6,6,4,8,1,.78446
2,106,79,4,1,2,4,99,99,1,2,3,4,99,99,99,10,10,10,2,99,2,3,99,3,99,99,99,99,1,2,1,2,99,3,2,6,10,8,10,10,10,8,10,10,10,10,4,7,2,1.010256
11,540,50,7,1,1,99,99,99,1,4,2,99,99,99,99,5,8,7,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,8,7,9,8,9,8,9,8,8,8,8,2,5,2,.892129
14,908,90,3,1,3,99,99,99,1,2,4,99,99,99,99,7,8,6,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,9,7,8,6,7,7,7,7,8,6,4,7,2,1.282864
7,269,71,5,1,97,99,99,99,1,1,4,99,99,99,99,5,5,5,1,2,1,2,99,3,99,99,99,99,98,2,2,99,99,999,2,5,5,5,5,5,5,5,5,5,5,5,2,6,1,1.095714
10,514,69,5,1,1,99,99,99,1,4,2,1,99,99,99,9,8,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,9,8,8,8,9,8,8,7,9,9,4,8,1,1.152785
14,932,59,6,1,4,99,99,99,1,4,96,99,99,99,99,98,6,6,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,6,98,98,98,98,98,98,98,98,98,6,2,4,2,.95418
10,524,65,5,1,97,99,99,99,1,4,99,99,99,99,99,6,9,8,1,2,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,5,7,8,5,3,5,5,6,5,6,6,4,6,2,1.132466
1,251,47,8,2,99,99,99,99,1,4,99,99,99,99,99,3,1,98,97,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,10,98,3,10,10,98,5,0,10,5,3,4,1,2,.628484
6,820,50,7,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,2,99,97,99,99,3,99,99,99,99,2,98,2,99,99,999,2,98,98,98,98,8,98,98,98,98,98,7,4,6,1,.804878
6,801,40,9,1,97,99,99,99,1,4,99,99,99,99,99,9,5,7,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,0,0,8,98,8,98,98,98,8,98,98,4,4,2,.795416
15,950,58,6,1,97,99,99,99,1,1,2,3,4,99,99,9,9,9,2,99,97,99,99,3,99,99,99,99,2,1,2,99,99,999,2,5,5,7,1,8,1,8,3,5,8,9,4,8,1,1.126889
2,105,55,6,1,2,4,99,99,1,1,2,4,99,99,99,9,8,9,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,6,7,7,7,8,7,8,8,6,7,8,4,7,1,.931969
1,242,57,6,1,1,99,99,99,1,4,3,1,99,99,99,7,9,8,1,2,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,7,9,8,9,8,7,8,9,2,6,1,.965734
2,114,44,8,1,3,4,99,99,1,2,1,4,3,99,99,5,7,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,3,6,0,0,0,1,2,5,0,0,0,4,7,1,.723404
4,420,82,4,1,4,99,99,99,1,4,2,99,99,99,99,7,7,8,1,2,2,3,99,3,99,99,99,99,2,1,1,2,99,2,2,7,9,9,6,7,7,9,9,7,7,9,4,8,1,1.09153
5,737,92,3,1,97,99,99,99,1,4,1,3,99,99,99,8,8,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,8,7,7,8,8,8,8,9,7,7,8,2,7,1,1.431569
1,238,54,6,1,97,99,99,99,1,4,2,99,99,99,99,9,5,5,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,9,10,5,8,3,6,6,8,7,5,6,4,6,1,.965734
2,106,998,8,1,4,3,99,99,1,4,2,99,99,99,99,9,8,8,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,4,7,8,6,6,5,4,5,7,6,5,4,8,1,.723404
4,433,90,3,1,97,99,99,99,1,4,2,99,99,99,99,8,5,7,2,99,3,99,99,3,99,99,99,99,2,2,2,99,99,999,2,6,7,7,7,8,7,8,9,8,8,7,4,7,2,1.30647
14,900,61,6,1,4,99,99,99,1,4,1,99,99,99,99,8,7,6,1,2,3,99,99,3,99,99,99,99,98,1,2,99,99,999,2,0,0,0,0,0,1,0,0,1,0,0,2,5,2,.881571
1,241,62,6,1,1,2,4,99,1,4,1,99,99,99,99,5,5,5,2,99,98,99,99,3,99,99,99,99,1,1,2,99,99,999,2,6,6,6,7,7,8,8,8,8,8,8,4,5,1,.965734
13,622,67,5,1,1,4,99,99,1,3,4,1,99,99,99,9,6,8,1,2,1,3,99,3,99,99,99,99,2,1,2,99,99,999,2,0,5,5,5,8,7,7,8,3,5,8,4,7,1,1.081471
6,815,53,7,1,97,99,99,99,1,1,4,99,99,99,99,7,7,7,1,2,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,7,3,5,6,6,5,5,6,6,6,4,8,1,.804878
3,337,62,6,1,4,99,99,99,1,4,96,3,1,2,99,10,10,10,2,99,3,99,99,3,4,5,99,99,1,1,2,99,99,999,2,5,8,10,10,10,10,8,10,8,8,8,4,7,1,1.079977
17,880,49,7,1,97,99,99,99,1,4,99,99,99,99,99,5,6,6,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,1,8,9,7,7,6,7,6,7,8,6,7,4,5,1,.942826
6,820,44,8,1,97,99,99,99,1,4,3,99,99,99,99,7,6,8,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,8,6,5,7,8,7,7,8,7,8,7,4,4,2,.733364
19,317,75,4,1,97,99,99,99,1,4,99,99,99,99,99,6,6,6,2,99,2,99,99,3,99,99,99,99,1,1,1,2,99,1,1,5,5,5,6,3,5,5,5,5,5,6,4,8,1,.917527
10,500,47,8,1,1,99,99,99,1,4,2,99,99,99,99,2,8,5,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,0,0,5,5,3,2,3,6,6,2,3,4,5,2,.781571
4,435,52,7,1,97,99,99,99,1,1,2,4,3,99,99,3,4,2,1,99,98,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,3,5,5,8,8,7,6,6,5,7,4,6,2,.751292
5,741,70,5,1,4,99,99,99,1,1,2,4,5,99,99,10,9,10,2,99,2,3,99,3,4,99,99,99,1,1,2,99,99,999,1,8,8,7,7,8,8,8,8,8,9,9,4,7,1,1.106271
9,356,65,5,1,1,2,4,99,1,4,3,1,2,99,99,9,8,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,9,9,9,8,10,8,8,8,8,8,9,4,7,2,1.192626
1,220,84,3,1,4,99,99,99,1,4,1,99,99,99,99,7,5,7,1,2,2,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,7,6,6,10,6,6,8,7,6,6,4,7,1,1.199797
15,954,998,7,1,97,99,99,99,1,4,99,99,99,99,99,6,8,5,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,0,5,0,0,5,0,0,0,3,3,5,4,5,2,.790436
9,358,39,9,1,97,99,99,99,1,4,2,99,99,99,99,0,0,0,2,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,98,0,0,2,0,0,0,1,0,0,0,2,4,2,.892627
14,923,80,4,1,97,99,99,99,1,1,4,99,99,99,99,4,7,5,1,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,4,6,6,5,6,6,7,7,5,7,7,4,5,1,1.07171
6,813,80,4,1,97,99,99,99,1,4,1,99,99,99,99,8,8,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,5,8,8,8,8,8,8,10,10,10,8,2,8,2,1.042726
3,330,57,6,1,1,4,99,99,1,4,2,3,99,99,99,8,8,8,1,2,1,3,99,3,5,99,99,99,1,1,2,99,99,999,2,9,9,8,9,9,9,8,10,9,8,9,4,5,2,1.060953
2,116,62,6,1,4,99,99,99,1,3,4,96,99,99,99,8,8,10,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,3,8,8,98,8,5,98,6,6,6,8,4,6,2,.990933
1,231,50,7,1,97,99,99,99,1,4,2,3,99,99,99,5,8,6,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,6,2,8,8,7,7,6,8,5,6,2,5,2,.733265
3,330,85,3,1,3,4,99,99,1,4,3,2,99,99,99,8,8,7,1,2,1,2,99,3,99,99,99,99,1,2,2,99,99,999,2,6,8,8,7,8,7,8,8,6,7,9,4,8,2,1.426191
6,815,98,2,1,97,99,99,99,1,4,2,99,99,99,99,2,3,5,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,5,5,5,7,5,7,5,7,7,8,4,4,1,1.401689
4,412,53,7,1,97,99,99,99,1,4,99,99,99,99,99,5,7,7,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,4,5,5,5,5,5,5,5,3,5,5,4,7,1,.764739
1,242,50,7,1,97,99,99,99,1,4,1,99,99,99,99,6,10,5,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,3,5,5,6,6,5,6,8,7,6,8,4,7,1,.689739
16,973,43,9,1,1,99,99,99,1,3,4,1,2,99,99,98,98,98,98,99,99,99,99,3,99,99,99,99,2,2,2,99,99,999,2,98,98,98,98,98,98,98,98,98,98,98,4,98,2,.962547
2,105,57,6,1,97,99,99,99,1,4,1,2,3,99,99,10,10,10,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,0,1,1,0,0,2,1,2,0,0,10,4,8,1,1.008662
6,825,48,8,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,98,99,99,99,99,3,99,99,99,99,1,98,2,99,99,999,98,98,98,98,98,98,98,98,98,98,98,98,4,5,1,.746611
20,600,50,7,1,2,99,99,99,1,4,99,99,99,99,99,0,0,5,97,99,97,99,99,3,99,99,99,99,2,1,2,99,99,999,1,3,3,0,3,3,3,5,10,5,98,0,4,5,2,.549699
6,811,69,5,1,2,4,99,99,1,4,1,3,99,99,99,7,8,7,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,9,5,8,8,8,9,8,9,7,8,4,6,1,.999299
4,403,51,7,1,97,99,99,99,1,4,3,99,99,99,99,8,8,8,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,6,6,5,6,5,6,3,6,7,6,6,4,7,1,.764739
18,203,45,8,1,97,99,99,99,1,4,99,99,99,99,99,5,6,98,2,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,0,98,98,2,5,5,5,5,4,5,5,4,5,1,.787946
6,806,50,7,1,97,99,99,99,1,4,99,99,99,99,99,0,0,5,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,5,5,5,5,5,5,5,5,5,5,4,5,2,.790436
3,320,71,5,1,97,99,99,99,1,4,99,99,99,99,99,6,8,6,2,99,2,99,99,3,4,99,99,99,2,2,2,99,99,999,2,5,7,5,8,5,7,7,5,6,5,8,2,4,1,1.03665
5,745,74,4,1,2,99,99,99,1,2,4,99,99,99,99,6,7,7,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,5,5,8,6,6,3,8,7,7,7,4,4,6,1,1.085554
6,843,50,7,1,97,99,99,99,1,1,4,99,99,99,99,9,10,10,2,99,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,8,8,7,9,10,8,8,9,8,9,8,4,8,1,.804878
10,500,97,2,1,4,99,99,99,1,4,1,3,99,99,99,7,6,6,1,2,2,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,98,7,8,9,8,8,8,8,7,7,4,5,2,1.467425
6,833,70,5,1,4,99,99,99,1,4,1,2,3,96,99,8,7,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,4,4,9,9,9,7,7,7,7,7,8,4,8,1,1.08167
1,242,50,7,1,1,99,99,99,1,4,99,99,99,99,99,5,5,5,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,9,98,8,10,8,8,10,8,8,5,4,5,2,.733265
1,231,61,6,1,1,3,4,99,1,4,3,1,99,99,99,9,9,9,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,5,9,9,9,9,9,10,10,9,10,4,7,1,.965734
3,320,42,9,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,2,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,98,98,98,8,8,6,6,5,8,8,6,4,5,2,.825097
10,505,44,8,1,1,2,4,99,1,4,1,99,99,99,99,5,10,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,5,8,8,98,8,10,10,98,8,4,3,2,.781571
6,811,33,10,1,97,99,99,99,1,4,1,99,99,99,99,0,8,5,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,98,98,7,6,98,6,7,8,7,7,4,5,1,.930077
4,401,31,10,2,99,99,99,99,1,4,99,99,99,99,99,98,98,98,97,99,98,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,98,98,98,98,98,98,8,98,98,6,4,4,1,.883662
12,632,998,6,1,4,99,99,99,1,1,3,2,4,99,99,7,8,7,1,2,1,2,99,3,99,99,99,99,1,1,1,2,99,2,1,0,5,98,5,8,2,98,5,5,98,5,4,6,2,.970814
7,260,56,6,1,97,99,99,99,1,4,1,2,99,99,99,6,6,6,1,2,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,7,6,7,7,7,7,7,6,6,7,4,5,1,1.054777
3,335,50,7,2,99,99,99,99,1,4,99,99,99,99,99,5,6,5,97,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,1,5,98,98,7,8,8,98,98,8,98,8,1,3,2,.819918
15,950,40,9,1,1,99,99,99,1,4,99,99,99,99,99,0,98,98,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,10,0,10,10,10,10,10,10,10,10,10,4,5,2,.860854
3,326,47,8,1,1,2,99,99,1,4,99,99,99,99,99,98,98,98,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,98,98,98,98,98,0,98,98,98,0,4,3,2,.760655
19,316,998,7,1,1,99,99,99,1,4,99,99,99,99,99,3,5,3,2,99,98,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,5,7,8,10,10,8,10,6,5,8,4,4,1,.695615
4,423,54,6,1,97,99,99,99,1,4,99,99,99,99,99,5,5,4,2,99,97,99,99,3,99,99,99,99,2,98,2,99,99,999,2,5,5,5,4,5,5,5,5,6,5,6,4,5,2,.97161
1,244,66,5,1,1,4,99,99,1,3,4,2,99,99,99,10,10,10,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,6,7,5,6,6,7,6,7,8,6,7,4,8,1,1.003383
14,900,82,4,1,97,99,99,99,1,4,1,2,3,99,99,7,8,8,1,2,1,2,99,3,99,99,99,99,2,1,2,99,99,999,2,0,0,3,0,2,0,2,3,0,2,2,4,8,2,1.052885
10,515,81,4,1,1,2,3,4,1,4,1,2,3,96,99,8,10,9,1,2,1,2,3,3,99,99,99,99,1,2,1,2,99,5,1,8,5,6,6,9,4,8,7,4,8,10,4,7,1,1.224398
2,114,54,6,1,4,99,99,99,1,4,2,3,99,99,99,5,5,5,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,3,3,3,3,4,5,1,3,4,3,4,5,2,.990933
10,508,69,5,1,97,99,99,99,1,4,1,2,99,99,99,6,8,8,1,2,2,99,99,3,99,99,99,99,1,98,2,99,99,999,2,5,8,8,8,9,8,8,8,8,8,7,4,7,2,1.132466
12,651,73,5,1,4,99,99,99,1,4,1,96,99,99,99,6,7,7,1,2,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,8,8,8,8,8,9,9,8,8,4,6,1,1.026789
1,221,66,5,1,4,99,99,99,1,2,4,99,99,99,99,9,9,9,1,2,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,7,7,8,7,8,8,8,8,8,4,8,2,.910654
5,702,52,7,1,1,2,3,4,1,4,3,2,99,99,99,8,9,6,1,2,1,3,99,3,5,99,99,99,1,1,2,99,99,999,2,9,8,7,10,8,9,7,10,10,9,8,4,7,2,.74691
6,800,58,6,1,97,99,99,99,1,4,1,99,99,99,99,2,0,3,2,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,5,1,3,2,5,3,4,5,1,3,3,4,6,2,.944917
2,108,66,5,1,3,4,99,99,1,4,3,99,99,99,99,9,8,8,1,2,1,3,99,3,99,99,99,99,2,2,2,99,99,999,2,5,8,5,7,8,6,8,8,7,8,9,4,8,2,1.029479
5,711,83,4,1,1,2,4,99,1,4,3,1,99,99,99,8,8,7,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,7,5,3,5,7,5,2,5,5,5,4,8,1,1.174897
1,236,72,5,1,1,99,99,99,1,1,2,4,99,99,99,9,9,9,2,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,8,9,8,8,8,8,8,9,8,8,8,2,8,1,1.003383
2,100,50,7,1,97,99,99,99,1,4,99,99,99,99,99,98,8,8,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,98,4,5,98,8,6,98,98,98,98,6,2,5,2,.766033
